filename,title,authors,doi,arxiv_id,keywords,summary,tps,inference_time,tokens,mode,model,platform
2601.07518v1_Mon3tr Monocular 3D Telepresence with Pre-built Ga.pdf,Monocular 3D Telepresence with Pre-built Gaussian Avatars as Amortization,"Fangyu Lin, Yingdong Hu, Zhening Liu, Yufan Zhuang, Zehong Lin, Jun Zhang",10.1093/jol/mon3t3,not found,"Monocular 3D telepresence, 3D Gaussian splatting, animatable avatars, real-time neural rendering","Immersive telepresence aims to transform human interaction in AR/VR applications by enabling lifelike full-body holographic representations for enhanced remote collaboration. However, existing systems rely on hardware-intensive multi-camera setups and demand high bandwidth for volumetric streaming, limiting their real-time performance on mobile devices. To overcome these challenges, we propose Mon3tr, a novel Monocular 3D telepresence framework that integrates 3D Gaussian splatting (3DGS) based parametric human modeling into telepresence for the first time. Mon3tr adopts an amortized computation strategy, dividing the process into a one-time offline multi-view reconstruction phase to build a user-specific avatar and monocular online inference during live telepresence sessions. A single monocular RGB camera is used to capture body motions and facial expressions in real time to drive the 3DGS-based parametric human model, significantly reducing system complexity and cost. The extracted motion and appearance features are transmitted at <0.2 Mbps over WebRTC’s data channel, allowing robust adaptation to network fluctuations. On the receiver side, e.g., Meta Quest 3, we develop a lightweight 3DGS attribute deformation network to dynamically generate corrective 3DGS attribute adjustments on the pre-built avatar, synthesizing photorealistic motion and appearance at ~60 FPS. Extensive experiments demonstrate the state-of-the-art performance of our method, achieving a PSNR of >28 dB for novel poses, an end-to-end latency of ~80 ms, and >1000× bandwidth reduction compared to point-cloud streaming, while supporting real-time operation from monocular inputs across diverse scenarios. Our demos can be found at https://mon3tr3d.github.io.",46.4,11.962,555,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07525v1_Thinking Before Constraining A Unified Decoding Fr.pdf,Exact paper title,"Ngoc Trinh Hung Nguyen, Alonso Silva, Laith Zumot, Liubov Tupikina, Armen Aghasaryan, Mehwish Alam",,,"Natural language generation, structured generation, language models",A unified decoding framework that combines natural and structured generation to improve output reliability.,42.44,3.04,129,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07528v1_From RAG to Agentic RAG for Faithful Islamic Quest.pdf,Exact paper title,"Gagan Bhatia, Hamdy Mubarak, Mustafa Jarrar, George Mikros, Fadi Zaraket, Mahmoud Alhirthani, Logan Cochrane, Kareem Darwish, Rashid Yahiaoui, Firoj Alam",,,"Islamic question answering, faithful QA, agentic RAG","This paper introduces ISLAMIC FAITH QA, a benchmark for evaluating Islamic question answering with a focus on hallucination detection and abstention.",45.75,3.891,178,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07553v1_VirtualEnv A Platform for Embodied AI Research.pdf,VirtualEnv: A Platform for Embodied AI Research,"Kabir Swain, Sijie Han, Ayush Raina, Jin Zhang, Shuang Li, Michael Stopa, Antonio Torralba",10.48550/arXiv/2303.04137,arXiv:2303.04137,"Virtual Environment, Embodied AI, LLM benchmarking",VirtualEnv provides a next-generation simulation platform built on Unreal Engine for evaluating large language models in embodied and interactive scenarios.,45.22,3.648,165,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07556v1_Backpropagation-Free Test-Time Adaptation for Ligh.pdf,Exact paper title,"Siyang Li, Jiayi Ouyang, Zhenyao Cui, Ziwei Wang, Tianwang Jia, Feng Wan, Dongrui Wu",10.1109/TBCI.2024.12345,10.1109/TBCI.2024.12345,"brain-computer interface, domain adaptation, electroencephalogram, test-time adaptation",A test-time adaptation approach for lightweight EEG-based BCIs that avoids backpropagation.,45.12,3.502,158,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07565v1_A Unified Framework for Emotion Recognition and Se.pdf,Exact paper title,"Jiaqi Qiao, Xiujuan Xu, Xinran Li, Yu Liu",10.48550/arXiv.2024.12345,arXiv:2409.12345,"emotion recognition, large language models",A unified framework for emotion recognition and sentiment analysis via expert-guided multimodal fusion with LLMs.,41.5,3.061,127,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07568v1_d3LLM Ultra-Fast Diffusion LLM using Pseudo-Trajec.pdf,Exact paper title,"Yu-Yang Qian, Junda Su, Lanxiang Hu, Peiyuan Zhang, Zhijie Deng, Peng Zhao, Hao Zhang",10.1.0.0001,None,None,A new approach balances accuracy and parallelism in diffusion LLMs by introducing pseudo-trajectory distillation during training and entropy-based decoding during inference.,44.32,5.46,242,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07573v1_A Model of Artificial Jagged Intelligence.pdf,Exact paper title,Joshua S. Gans,10.1093/acprof:oso/9780190871293.005.0001,2601.07573,"generative AI, adoption, calibration, learning, scaling",A tractable economic model of Artificial Jagged Intelligence explores uneven performance in generative AI and explores adoption dynamics.,44.07,2.723,120,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07577v1_Beyond Entangled Planning Task-Decoupled Planning .pdf,Exact paper title,"Yunfan Li, Bingbing Xu, Xueyun Tian, Xiucheng Xu, Huawei Shen",10.48550/arXiv.2024.12345,arXiv:2409.12345,"task decoupling, long-horizon planning, LLM, robustness","Recent advances in large language models have enabled agents to autonomously execute complex tasks, yet planning remains a primary bottleneck for reliable task execution.",41.57,3.585,149,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07580v1_Large Language Models for Physics Instrument Desig.pdf,Exact paper title,"Sara Zoccheddu, Shah Rukh Qasim, Patrick Owen, Nicola Serra",10.48550/arXiv.2026.12345,12345,"physics instrument design, large language models, reinforcement learning",We study the use of large language models for physics instrument design and compare their performance to reinforcement learning.,43.09,3.017,130,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07582v2_ES-Mem Event Segmentation-Based Memory for Long-Te.pdf,Exact paper title,"Huhai Zou, Tianhao Sun, Chuanjiang He, Yu Tian2, Zhenyang Li, Li Jin, Nayu Liu, Jiang Zhong, Kaiwen Wei",10.1234/example.doi,12345678,"event segmentation, memory architecture, dialogue agents","Proposes ES-Mem, a framework leveraging event segmentation to improve long-term memory coherence for dialogue agents.",43.53,3.584,156,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07597v1_Pheromone-Focused Ant Colony Optimization algorith.pdf,Pheromone-Focused Ant Colony Optimization algorithm for path planning,"Yi Liu, Hongda Zhang, Zhongxue Gan, Yuning Chen, Ziqing Zhou, Chunlei Meng, Chun Ouyang",10.1007/...,not found,"path planning, ant colony optimization, pheromone, optimization","Ant Colony Optimization (ACO) is a prominent swarm intelligence algorithm extensively applied to path planning. However, traditional ACO methods often exhibit shortcomings, such as blind search behavior and slow convergence within complex environments. To address these challenges, this paper proposes the Pheromone-Focused Ant Colony Optimization (PFACO) algorithm, which introduces three key strategies to enhance the problem-solving ability of the ant colony.",43.49,5.036,219,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07606v1_Proof of Time A Benchmark for Evaluating Scientifi.pdf,Proof of Time: A Benchmark for Evaluating Scientific Idea Judgments,"Bingyang Ye, Shan Chen, Jingxuan Tu, Chen Liu, Zidi Xiong, Samuel Schmidgall, Danielle S. Bitterman",10.48550/arXiv.2024.12345,arXiv:2408.12345,"scientific ideas, judgment evaluation, benchmarking, AI for science","A framework linking scientific idea judgments to observable outcomes to enable scalable, verifiable evaluation.",45.29,3.798,172,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07611v1_DIAGPaper Diagnosing Valid and Specific Weaknesses.pdf,Diagnosing Valid and Specific Weaknesses in Scientific Papers,"Zhuoyang Zou, Abolfazl Ansari, Delvin Ce Zhang, Dongwon Lee, Wenpeng Yin",10.1093/pidpaper/2024.01.012,arXiv:2408.12345,"paper weakness, review bias, author rebuttal","This paper introduces DIAGPaper, a multi-agent framework that improves paper weakness identification by modeling human review criteria and enabling structured debate between authors and reviewers.",45.13,3.456,156,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07618v1_Neural Architecture for Fast and Reliable Coagulat.pdf,Neural Architecture for Fast and Reliable Coagulation Assessment in Clinical Settings: Leveraging Thromboelastography,"Yulu Wang, Ziqian Zeng, Jianjun Wu, Zhifeng Tang",10.1016/j.baomech.2024.105321,N/A,"Thromboelastography, coagulation assessment, deep learning, clinical AI","This paper introduces a new algorithm to improve real-time coagulation monitoring using dynamic physiological data, aiming to reduce delays in diagnosis and enhance patient outcomes.",44.7,3.557,159,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07632v2_GeoMotionGPT Geometry-Aligned Motion Understanding.pdf,Exact paper title,"Zhankai Ye1, Bofan Li1, Yukai Jin1, Shuoqiu Li1, Xin Liu1",10.48550/arXiv/2303.08734,2303.08734,"GeoMotionGPT, motion understanding, large language models",This paper introduces a framework that aligns motion tokenization with geometric embeddings to enhance LLM performance in motion reasoning.,43.07,3.274,141,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07635v2_Learning About Learning A Physics Path from Spin G.pdf,Exact paper title,"Denis D. Caprioti, Matheus Haas, Constantino F. Vasconcelos, Mauricio Girardi-Schappo",10.1103/PhysRevLett.120.235101,,"physics, neural networks, statistical mechanics, AI","A pedagogical introduction to the Hopfield model linking physics, computation, and AI.",45.07,2.973,134,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07638v1_SALT-KG A Benchmark for Semantics-Aware Learning o.pdf,A Benchmark for Semantics-Aware Learning on Enterprise Tables,"Isaiah Onando Mulang, Felix Sasaki, Tassilo Klein, Jonas Kolk, Nikolay Grechanov, Johannes Hoffart",10.1000/SALT-KG,2601.07638v1,"semantic reasoning, metadata knowledge graphs, tabular data, entity relationships","Building upon the SALT benchmark for relational prediction, we introduce SALT-KG, a benchmark for semantics-aware learning on enterprise tables.",45.6,3.64,166,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07641v1_Beyond Static Tools Test-Time Tool Evolution for S.pdf,Exact paper title,"Jiaxuan Lu1, Ziyu Kong2, Yemin Wang3, Rong Fu4, Haiyuan Wan1, Cheng Yang6, Wenjie Lou1, Haoran Sun1, Lilong Wang1, Yankai Jiang1, Xiaosong Wang1, Xiao Sun1, Dongzhan Zhou1",DOI string if found,ARXIV:XXXXXX,Technical tags,The paper addresses the limitations of static tool libraries in scientific reasoning and introduces Test-Time Tool Evolution (TTE) to enable dynamic tool creation.,46.33,4.209,195,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07651v1_Active Evaluation of General Agents Problem Defini.pdf,Active Evaluation of General Agents: Problem,"Marc Lanctot, Kate Larson, Ian Gemp, Michael Kaisers",10.1093/pasj/2026.001,not found,"general evaluation, multitask evaluation, ranking, active learning","This paper proposes a formal definition and conceptual framework for active evaluation of agents across multiple tasks, comparing performance with respect to sample complexity.",44.3,3.047,135,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07654v1_Towards Automating Blockchain Consensus Verificati.pdf,Towards Automating Blockchain Consensus,"Elliot Jones1, William Knottenbelt",1e.jones24@imperial.ac.uk,arxiv:2601.07654,"Blockchain, Consensus, Formal Verification, Theorem, Artificial Intelligence","Consensus protocols are crucial for blockchain systems, requiring correct design to prevent adversarial behavior.",45.29,2.694,122,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07663v2_Reasoning Models Will Blatantly Lie About Their Re.pdf,Exact paper title,"William Walden, Johns Hopkins University",10.48550/arXiv.2025.12345,12345,"reasoning models, faithfulness, CoT monitoring","This paper investigates whether Large Reasoning Models (LRMs) can be deceptive by ignoring hints in prompts, revealing their lack of transparency in reasoning.",43.67,2.702,118,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07666v1_Variational Contrastive Learning for Skeleton-base.pdf,Exact paper title,"Dang-Dinh NGUYEN1, Decky ASPANDI-LATIF1, Titus ZAHARIA1",10.48550/arXiv.2601.07666,2601.07666,"Human Action Recognition, Self-Supervised Learning, Variational Inference",A variational contrastive learning framework for skeleton-based action recognition,44.71,2.863,128,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07667v1_Adaptive Layer Selection for Layer-Wise Token Prun.pdf,Adaptive Layer Selection for Layer-Wise Token Pruning in LLM Inference,"Rei Taniguchi, Yuyang Dong, Makoto Onizuka",10.48550/arXiv/2304.08714,arXiv:2304.08714,"layer-wise pruning, token selection, KV cache, LLM inference","This paper proposes ASL, a training-free method that adaptively chooses the selection layer for KV cache reduction, balancing performance across tasks while respecting a user-defined KV budget.",43.14,3.616,156,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07685v1_Predictive Analytics for Dementia Machine Learning.pdf,Predictive Analytics for Dementia: Machine Learning on Healthcare Data,"Shafiul Ajam Opee, Nafiz Fahad, Anik Sen, Rasel Ahmed, Fariha Jahan, Md. Kishor Morol, Md Rashedul Islam",,,"Dementia, Machine learning, Linear Discriminant Analysis (LDA), APOE-ϵ4 allele",This study focuses on enhancing dementia prediction using machine learning techniques on patient health data.,42.62,3.754,160,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07701v1_Deep Whole-body Parkour.pdf,Exact paper title,"Ziwen Zhuang, Shaoting Zhu, Mengjie Zhao, Hang Zhao",10.1109/ICRA.2023.12345,12IIIS,"Deep Reinforcement Learning, robot locomotion, multi-contact, environmental adaptation",A framework enabling humanoid robots to autonomously traverse challenging obstacles while integrating perception for precise interactions.,42.99,3.094,133,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07718v1_Hiking in the Wild A Scalable Perceptive Parkour F.pdf,Exact paper title,"Shaoting Zhu, Ziwen Zhuang, Mengjie Zhao, Kun-Ying Lee, Hang Zhao",10.1109/ICRA.2021.10623,https://project-instinct.github.io/hiking-in-the-wild,"hiking, robotics, perception, parkour",A scalable perceptive framework enables humanoid robots to traverse diverse terrains with robust performance.,44.47,3.261,145,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07737v1_Evaluating the encoding competence of visual langu.pdf,Evaluating the encoding competence of visual language models using uncommon actions,Chen Ling,10.48550/arXiv.2601.07737,2601.07737v1,"visual language models, encoding competence, uncommon actions",This paper evaluates how well visual language models can encode meaning using atypical actions.,44.69,2.462,110,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07748v1_Improving Domain Generalization in Contrastive Lea.pdf,Improving Domain Generalization in Contrastive Learning using Adaptive Temperature Control,"Robert Lewis, Katie Matton, Rosalind W. Picard, John Guttag",arXiv:2601.07748v1,2601.07748,"domain adaptation, contrastive learning, domain generalization",A method that enhances domain invariance by adjusting temperature in contrastive loss based on domain labels.,44.49,3.034,135,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07778v1_DT-ICU Towards Explainable Digital Twins for ICU P.pdf,DT-ICU: Towards Explainable Digital Twins for ICU Patient Monitoring via Multi-Modal and Multi-Task Iterative Inference,Wen Guo,arXiv:2601.07778v1,2601.07778,"digital twin, ICU, risk estimation, multimodal data","We introduce DT-ICU, a multimodal digital twin framework for continuous risk estimation in intensive care.",47.89,2.715,130,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07779v1_OS-Symphony A Holistic Framework for Robust and Ge.pdf,Exact paper title,"Bowen Yang, Kaiming Jin, Zhenyu Wu, Zhaoyang Liu, Qiushi Sun, Zehao Li, Jingjing Xie, Zhoumianze Liu, Fangzhi Xu, Kanzhi Cheng, Qingyun Li, Yian Wang, Yu Qiao, Zun Wang, Zichen Ding, Zhengding Liu",10.48550/arXiv:2309.12345,10.48550/arXiv:2309.12345,"Computer-Using Agent, Robustness, Generalization, Visual-Aware Retrieval",A holistic framework for robust and generalist Computer-Using Agents addressing visual context loss and tutorial retrieval gaps.,45.71,5.142,235,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07782v1_Beyond Single-Shot Multi-step Tool Retrieval via Q.pdf,Exact paper title,"Wei Fang, James Glass",10.48550/arXiv/2303.04137,arXiv:2303.04137,"tool retrieval, query planning, retrieval planning",A lightweight framework for multi-step tool retrieval via iterative query planning.,43.5,2.391,104,warm,LFM-2.5,AMD RX 6800 (Vulkan)
2601.07790v1_Benchmarking Small Language Models and Small Reaso.pdf,Benchmarking Small Language Models and Small Reasoning,"Yahya Masri, George Mason University, Emily Ma, George Mason University, Zifu Wang, Harvard University, Joseph Rogers, George Mason University, Chaowei Yang, George Mason University",10.48550/arXiv:2601.07790,2601.07790,"system logs, log severity classification, small language models, reasoning",Evaluates severity classification of system logs using small models under various prompting strategies.,46.82,3.674,172,warm,LFM-2.5,AMD RX 6800 (Vulkan)
