title,authors,doi,arxiv_id,keywords,processing_time_ms,filename
Explicit Cognitive Allocation: A Principle for Governed and Auditable Inference in Large,"Ciudad de México, C. P. 07738, Miriam Pescador-Rojas, Manuel Manzanilla-Granados",None,None,,41.80574417114258,2601.13443v1_Explicit Cognitive Allocation A Principle for Gove.pdf
Csql: Mapping Documents into Causal Databases ∗,"causal corpora, causal hubs",None,arXiv:2601.08109,"Causality · Natural Language · Databases · SQL · AI · Machine Learning
1",45.6998348236084,2601.08109v1_CSQL Mapping Documents into Causal Databases.pdf
Teaching Large Reasoning Models Effective Reflection,"Jinpeng Li3†, Qi Zhu3, Yasheng Wang, Jingwei Song2",None,arXiv:2601.12720,,44.287681579589844,2601.12720v1_Teaching Large Reasoning Models Effective Reflecti.pdf
Predicting When to Trust Vision-Language Models for Spatial,Yugyung Lee1,None,arXiv:2601.11644,,44.82126235961914,2601.11644v1_Predicting When to Trust Vision-Language Models fo.pdf
X-SAM: Boosting Sharpness-Aware Minimization with Dominant-Eigenvector,"Lei Guan, Yongle Chen",None,arXiv:2601.10251,,45.91035842895508,2601.10251v1_X-SAM Boosting Sharpness-Aware Minimization with D.pdf
RAG: A RANDOM-FOREST-BASED GENERATIVE DESIGN,"Wei “Wayne” Chen2, Bolin Chen1, Mike Walker, Wei Chen1*",None,arXiv:2601.13233,"Random forest · Generative design · Functional response · Uncertainty quantification
1",41.24736785888672,2601.13233v1_RAG A Random-Forest-Based Generative Design Framew.pdf
FORGETMARK: STEALTHY FINGERPRINT EMBEDDING VIA TARGETED UNLEARNING,"Wenpeng Xing1,2,Meng Han1,2,†, Qichen Liu2,Haitao Xu1",None,arXiv:2601.08189,,40.470123291015625,2601.08189v2_ForgetMark Stealthy Fingerprint Embedding via Targ.pdf
Large Multimodal Models for Embodied Intelligent,"Mohsen Guizani, Yuchen Xia, Shiwen Mao, Zhu Han",None,arXiv:2601.08434,,41.42880439758301,2601.08434v3_Large Multimodal Models for Embodied Intelligent D.pdf
Vision Language Models for Optimization-Driven,"Llama-
3.2-11B-Vision, Yifan Zhu, Tasnim Ahmed",None,arXiv:2601.12744,,44.12269592285156,2601.12744v1_Vision Language Models for Optimization-Driven Int.pdf
DECODING ORDER MATTERS IN AUTOREGRESSIVE SPEECH SYNTHESIS,"Anton Ragni
School, Minghui Zhao",None,arXiv:2601.08450,,44.661760330200195,2601.08450v1_Decoding Order Matters in Autoregressive Speech Sy.pdf
STaR: Sensitive Trajectory Regulation for Unlearning in Large Reasoning Models,"Liang Li1,2†",None,arXiv:2601.09281,,39.762258529663086,2601.09281v1_STaR Sensitive Trajectory Regulation for Unlearnin.pdf
On-Device Large Language Models for Sequential,"Hongzhi Yin, Xin Xia",10.1145/3773966.3777961,arXiv:2601.09306,"Recommender Systems, Sequential Recommendation, On-Device
Recommendation, Model Compression, Resource Constrained De-
vices
ACM Reference Format:
Xin Xia",39.76273536682129,2601.09306v1_On-Device Large Language Models for Sequential Rec.pdf
Codebook-Injected Dialogue Segmentation for Multi-Utterance Constructs,"Bakhtawar Ahtisham
Cornell, Jeanine Grütter, Zhuqian Zhou, Kirk Vanacore",None,arXiv:2601.12061,,42.98543930053711,2601.12061v1_Codebook-Injected Dialogue Segmentation for Multi-.pdf
Continuum Memory Architectures for Long-Horizon LLM Agents,"Joe Logan
Mode7, Continuum Memory Architectures",None,arXiv:2601.09913,,39.78872299194336,2601.09913v1_Continuum Memory Architectures for Long-Horizon LL.pdf
Hot-Start from Pixels: Low-Resolution Visual Tokens for Chinese,"Shuyang Xiang, Hao Guan
Institute of Software",None,arXiv:2601.09566,,40.46058654785156,2601.09566v2_Hot-Start from Pixels Low-Resolution Visual Tokens.pdf
CAMELS CAN USE COMPUTERS TOO:,"Nicolas Papernot
University, Tom Blanchard∗, Yiren Zhao, Robert Mullins",None,arXiv:2601.09923,,39.22319412231445,2601.09923v1_CaMeLs Can Use Computers Too System-level Security.pdf
TRACTRLFUSION: A GPT-BASED MULTI-CRITIC POLICY FUSION FRAMEWORK FOR,Ranjeet Ranjan Jha2,None,arXiv:2601.13897,,41.303157806396484,2601.13897v1_TractRLFusion A GPT-Based Multi-Critic Policy Fusi.pdf
An Innovative Framework for Breast Cancer,,None,None,,39.09873962402344,2601.12249v1_An Innovative Framework for Breast Cancer Detectio.pdf
CoF-T2I: Video Models as Pure Visual Reasoners,"Yifan Dai2, Pengfei Wan2, Ziming Zhao4
Guanbin, Mingkun Chang3,∗",None,arXiv:2601.10061,,43.75028610229492,2601.10061v1_CoF-T2I Video Models as Pure Visual Reasoners for .pdf
AirHunt: Bridging VLM Semantics and Continuous,"Boyu Zhou, Bang Du, VLM Semantics, Xuecheng Chen",None,arXiv:2601.12742,,45.09234428405762,2601.12742v1_AirHunt Bridging VLM Semantics and Continuous Plan.pdf
FUSION SEGMENT TRANSFORMER: BI-DIRECTIONAL ATTENTION GUIDED FUSION,Yumin Kim∗and Seonghyeon,None,arXiv:2601.13647,,42.200565338134766,2601.13647v1_Fusion Segment Transformer Bi-Directional Attentio.pdf
Bridging Cognitive Neuroscience and Graph Intelligence:,"View Hypergraph, Nana Zhang
Donghua University, Qi Zhang",None,arXiv:2601.11073,,43.53737831115723,2601.11073v1_Bridging Cognitive Neuroscience and Graph Intellig.pdf
Kernel-Based Learning of Safety Barriers,Sadegh Soudjani,None,arXiv:2601.12002,,40.24767875671387,2601.12002v1_Kernel-Based Learning of Safety Barriers.pdf
Resilient Routing: Risk-Aware Dynamic Routing in,"Sichen Zhao∗, Yalun Qi†",None,arXiv:2601.13632,,39.50071334838867,2601.13632v1_Resilient Routing Risk-Aware Dynamic Routing in Sm.pdf
PersonaDual: Balancing Personalization and Objectivity,"Xiaoyou Liu, Adaptive Reasoning, Xinyi Mou, Wangchunshu Zhou",None,arXiv:2601.08679,,42.932987213134766,2601.08679v1_PersonaDual Balancing Personalization and Objectiv.pdf
Private LLM Inference on Consumer Blackwell GPUs:,"2Independent Researcher, Jonathan Knoop1",None,arXiv:2601.09527,,46.15163803100586,2601.09527v1_Private LLM Inference on Consumer Blackwell GPUs A.pdf
Utilizing Metadata for Better,Utilizing Metadata,None,arXiv:2601.11863,"Retrieval-Augmented Generation (RAG) · Metadata-aware
Retrieval · Dense Retrieval · Query Reformulation · Benchmark Datasets
1",39.72649574279785,2601.11863v1_Utilizing Metadata for Better Retrieval-Augmented .pdf
"Yes FLoReNce, I Will Do Better Next Time! Agentic Feedback Reasoning for","Konstantinos N. Plataniotis3, Pai Chet, Edward S. Rogers Sr, De Wen Soh1",None,arXiv:2601.07232,,41.56851768493652,2601.07232v1_Yes FLoReNce I Will Do Better Next Time Agentic Fe.pdf
Optimization for Token-Efficient Code Generation,"Yanxian Huang1∗, Jiachi Chen1, Mingwei Liu1",None,arXiv:2601.09703,,39.61324691772461,2601.09703v1_ShortCoder Knowledge-Augmented Syntax Optimization.pdf
RADIOMICS-INTEGRATED DEEP LEARNING WITH HIERARCHICAL LOSS FOR,"Shaheer U. Saeed2,3,4,5
Oliver",None,arXiv:2601.09416,,38.848161697387695,2601.09416v1_Radiomics-Integrated Deep Learning with Hierarchic.pdf
Prompt-Based Clarity Evaluation and Topic,Sai Utkarsh,None,arXiv:2601.08176,,40.35377502441406,2601.08176v1_Prompt-Based Clarity Evaluation and Topic Detectio.pdf
Cluster Workload Allocation: Semantic Soft,"Jolanta Mizeria-Pietraszko2, Leszek Sliwko",None,None,,37.808895111083984,2601.09282v1_Cluster Workload Allocation Semantic Soft Affinity.pdf
Proof of Concept: Multi-Target Wildfire Risk Prediction and,Nicolas Caron∗,None,arXiv:2601.11686,,41.22138023376465,2601.11686v1_Proof of Concept Multi-Target Wildfire Risk Predic.pdf
POLARIS: Typed Planning and Governed Execution,,None,arXiv:2601.11816,"Agentic AI, Enterprise Automation, Back-Office Tasks, Benchmarks, Governance",42.138099670410156,2601.11816v1_POLARIS Typed Planning and Governed Execution for .pdf
"Department of Computer Science, University of Oxford, Oxford OX1 2JD, UK","David Parker, Angel Y. He",None,arXiv:2601.12003,"Robust quantitative verification · Probabilistic model check-
ing · Concurrent stochastic games · Epistemic uncertainty.
1",40.58980941772461,2601.12003v1_Robust Verification of Concurrent Stochastic Games.pdf
Sparse-RL: Breaking the Memory Wall in LLM Reinforcement Learning,"Jing Zhang1,2†, Bohan Zhang1,2, Mengshu Sun3, Xiaokang Zhang1,2*",None,arXiv:2601.10079,,44.4798469543457,2601.10079v1_Sparse-RL Breaking the Memory Wall in LLM Reinforc.pdf
Artificial Intelligence and the US Economy: An,Luisa Carpinelli†,None,arXiv:2601.11196,,42.34933853149414,2601.11196v1_Artificial Intelligence and the US Economy An Acco.pdf
ENHANCED DIAGNOSTIC PERFORMANCE VIA,"Sheng Li‡, John Kang
Merck & Co., Zhongliang Zhou‡
Merck & Co.",None,arXiv:2601.12150,"Computational pathology · Foundation models · Inference Optimization
1",39.8869514465332,2601.12150v1_Enhanced Diagnostic Performance via Large-Resoluti.pdf
From Prefix Cache to Fusion RAG Cache: Accelerating LLM,"CONGFENG JIANG, CHEN LIN, XIANGLIN CHEN",10.1145/3786655,arXiv:2601.12904,,41.7323112487793,2601.12904v1_From Prefix Cache to Fusion RAG Cache Accelerating.pdf
ToolACE-MCP: Generalizing History-Aware Routing from MCP Tools to,"Noah’s Ark Lab, Zhiguang Han5, Xingshan Zeng3, Shuo Zhang",None,arXiv:2601.08276,,44.8153018951416,2601.08276v1_ToolACE-MCP Generalizing History-Aware Routing fro.pdf
DermaBench: A Clinician-Annotated Benchmark,"Abdurrahim Yilmaz, Burc Bugra Dagtas5, Burak Temelkuran, Dilara Ilhan",None,arXiv:2601.14084,,36.64660453796387,2601.14084v1_DermaBench A Clinician-Annotated Benchmark Dataset.pdf
TF-CoDiT: Conditional Time Series Synthesis with Diffusion Transformers,Jiaxin Duan3,None,arXiv:2601.11880,,43.46632957458496,2601.11880v1_TF-CoDiT Conditional Time Series Synthesis with Di.pdf
EvoFSM: Controllable Self-Evolution for Deep Research with Finite State,"Chaofa Yuan1*, Liwen Zhang5†, Zhi Yang5, Ryan Guo1*",None,arXiv:2601.09465,,41.54562950134277,2601.09465v1_EvoFSM Controllable Self-Evolution for Deep Resear.pdf
TableCache: Primary Foreign Key Guided KV Cache Precomputation for,Knowledge Engineering,None,arXiv:2601.08743,,42.83261299133301,2601.08743v1_TableCache Primary Foreign Key Guided KV Cache Pre.pdf
MOSLD-Bench: Multilingual Open-Set Learning and Discovery,"Eduard Poesina, Radu Tudor, Paul Irofti",None,arXiv:2601.13437,,44.620513916015625,2601.13437v1_MOSLD-Bench Multilingual Open-Set Learning and Dis.pdf
​Rethinking the AI Scientist: Interactive Multi-Agent​,"Mihailo Jovanović​​†​​;​​Ritvik Singh, Chiara Baccin, Alex Dobrin",None,None,,26.526927947998047,2601.12542v1_Rethinking the AI Scientist Interactive Multi-Agen.pdf
MMR-GRPO: Accelerating GRPO-Style Training through Diversity-Aware,"Yu et al., Shao et al., Ruihong Huang, Kangda Wei",None,arXiv:2601.09085,,46.14710807800293,2601.09085v1_MMR-GRPO Accelerating GRPO-Style Training through .pdf
LSTM-MAS: A LONG SHORT-TERM MEMORY INSPIRED MULTI-AGENT SYSTEM FOR LONG-CONTEXT UNDERSTANDING,"Jiakang Yuan∗†, Yichen Jiang∗†, Peng Ye†§",None,arXiv:2601.11913,,43.95103454589844,2601.11913v1_LSTM-MAS A Long Short-Term Memory Inspired Multi-A.pdf
CONDITIONAL RANDOM FIELDS FOR INTERACTIVE REFINEMENT OF,,None,arXiv:2601.12082,,48.152923583984375,2601.12082v1_Conditional Random Fields for Interactive Refineme.pdf
Multi-agent DRL-based Lane Change Decision,B. Brian,None,arXiv:2601.11809,,41.89801216125488,2601.11809v1_Multi-agent DRL-based Lane Change Decision Model f.pdf
ISLA: A U-Net for MRI-based acute ischemic stroke lesion segmentation with deep,"Hilde Henond, Renaud Lopesa, Vincent Rocaa,∗, F-59000 Lille",None,arXiv:2601.08732,,45.53985595703125,2601.08732v1_ISLA A U-Net for MRI-based acute ischemic stroke l.pdf
Opportunities in AI/ML for the Rubin LSST,"Martin Millon,43, 7 Adam S. Bolton,8, Gautham Narayan,42, John Franklin Crenshaw,19",None,arXiv:2601.14235,,41.50056838989258,2601.14235v1_Opportunities in AIML for the Rubin LSST Dark Ener.pdf
Soft Shadow Diffusion (SSD): Physics-inspired,John Murray Bruce,None,arXiv:2601.12257,"Computational imaging · Machine learning · 3D generative
models · Diffusion models · Separable non-linear least squares
1",42.84334182739258,2601.12257v1_Soft Shadow Diffusion SSD Physics-inspired Learnin.pdf
Paper2Rebuttal: A Multi-Agent Framework for Transparent Author,"Siyu Wang, Chang Guo*, Zhiheng Tian, Yuanhao Yue
Zhipeng",None,arXiv:2601.14171,,39.74723815917969,2601.14171v1_Paper2Rebuttal A Multi-Agent Framework for Transpa.pdf
Global Context Compression with Interleaved Vision-Text Transformation,"Jiabing Leng, Feng Huang‡, Shuai Zhao, Yiran Zhang",None,arXiv:2601.10378,,42.93966293334961,2601.10378v2_Global Context Compression with Interleaved Vision.pdf
Learning About Learning: A Physics Path from Spin Glasses to Artificial,"Departamento de F´ısica, Mauricio Girardi-Schappo†, F. Vasconcelos",None,arXiv:2601.07635,,40.43936729431152,2601.07635v2_Learning About Learning A Physics Path from Spin G.pdf
Understanding Mental States to Guide Social Influence in Multi-Person,"Zhichao Liang
Satoshi Nakamura",None,arXiv:2601.13687,,45.06826400756836,2601.13687v1_Understanding Mental States to Guide Social Influe.pdf
Controlled Self-Evolution for Algorithmic Code Optimization,"Mou Xiao, Sen Hu2,7†, Jianghao Yin4, Yi Xu3†
1NJU",None,arXiv:2601.07348,,37.93072700500488,2601.07348v4_Controlled Self-Evolution for Algorithmic Code Opt.pdf
On Evaluation of Unsupervised Feature Selection for,,None,arXiv:2601.08257,,37.66584396362305,2601.08257v2_On Evaluation of Unsupervised Feature Selection fo.pdf
Ontology-aligned structuring and reuse of multimodal ma-,"A. A. G., Stefan Sandfeld, Jülich GmbH, Sarath Menon",None,arXiv:2601.12582,"text mining, workflow, large language models, stacking fault energy
Reproducibility of computational results remains a challenge in materials science, as simulation workflows and parameters
are often reported only in unstructured text and tables. While literature data are valuable for validation and reuse",38.60807418823242,2601.12582v1_Ontology-aligned structuring and reuse of multimod.pdf
Learning from Demonstrations via Capability-Aware,"Yuanlin Duan
Rutgers University, Goal Sampling, Yuning Wang
Rutgers University, He Zhu
Rutgers University",None,arXiv:2601.08731,,37.1551513671875,2601.08731v1_Learning from Demonstrations via Capability-Aware .pdf
Vision-as-Inverse-Graphics Agent via Interleaved Multimodal Reasoning,"Zora Zhiruo, Haiwen Feng1,3,4†
1University, Michael J. Black3, Shaofeng Yin1,4",None,arXiv:2601.11109,,44.493675231933594,2601.11109v1_Vision-as-Inverse-Graphics Agent via Interleaved M.pdf
Reconstruction for PPG Foundation Models,"Md Mahbubur, Juhyeon Lee1, Simon A. Lee1, Mehrab Bin Morshed1",None,arXiv:2601.12215,,37.44697570800781,2601.12215v1_Wavelet-Driven Masked Multiscale Reconstruction fo.pdf
Semantic Gravity Wells: Why Negative Constraints Backfire,,None,arXiv:2601.08070,,40.74668884277344,2601.08070v1_Semantic Gravity Wells Why Negative Constraints Ba.pdf
SPIKE: Sparse Koopman Regularization for,"Sparse Koopman Regularization, Jose Marie Antonio Miñoza",None,arXiv:2601.10282,,38.857221603393555,2601.10282v2_SPIKE Sparse Koopman Regularization for Physics-In.pdf
Conversational Context Classification: A,Large Language Mod-,None,arXiv:2601.12286,,40.75741767883301,2601.12286v1_Conversational Context Classification A Representa.pdf
STAGE: A Benchmark for Knowledge Graph,"Yiyun Luo5, Youyong
Kong1
Fan Guo5",None,arXiv:2601.08510,,40.60697555541992,2601.08510v2_STAGE A Benchmark for Knowledge Graph Construction.pdf
A Semantic Decoupling–Based Two-Stage Rainy-Day Attack for Revealing,"Weiwen Shi Fengyu, Jiujiang Guo Yiwei Wei, Chengyin Hu Xiang Chen Zhe Jia",None,arXiv:2601.13238,,41.15104675292969,2601.13238v1_A Semantic Decoupling-Based Two-Stage Rainy-Day At.pdf
Grid-Aware Charging and Operational,"Aron Laszka†, Ayan Mukhopadhyay∗, Abhishek Dubey∗",None,arXiv:2601.08753,,38.40780258178711,2601.08753v1_Grid-Aware Charging and Operational Optimization f.pdf
Searth Transformer: A Transformer Architecture,"Xiangao Xia7, Jiangjiang Xia1, Xuan Tong11, Yi Fang1",None,None,,39.20888900756836,2601.09467v1_Searth Transformer A Transformer Architecture Inco.pdf
ACTIVE INFERENCE-DRIVEN WORLD MODELING FOR ADAPTIVE UAV SWARM,"David Martin Gomez, Ali Krayani 1, Carlo Regazzoni, Lucio Marcenaro 1",None,arXiv:2601.12939,,41.45383834838867,2601.12939v1_Active Inference-Driven World Modeling for Adaptiv.pdf
Partial Reasoning in Language Models: Search and,"Bryan de Oliveira1,2, Soft Reasoning, Luana Martins1,2, Gustavo Oliveira1,2",None,None,"Uncertainty, Entropy, Latent-space search, Soft Reasoning, LLM reasoning
1.",38.301944732666016,2601.12040v1_Partial Reasoning in Language Models Search and Re.pdf
SPRInG: Continual LLM Personalization via Selective Parametric,"Seoyeon Kim, Jaehyung Kim",None,arXiv:2601.09974,,38.11979293823242,2601.09974v1_SPRInG Continual LLM Personalization via Selective.pdf
Generalizable Hyperparameter Optimization for Federated Learning on,Larissa Ferreira Rodrigues,None,arXiv:2601.12664,"Federated Learning, Hyperparameter Optimization, Non-IID Data, Medical Imaging, Cancer",38.042306900024414,2601.12664v1_Generalizable Hyperparameter Optimization for Fede.pdf
CAN LLMS INTERPRET FIGURATIVE LANGUAGE AS HUMANS DO?: SURFACE-LEVEL VS.,"Takashi Yamauchi, Aurora Sloman-Moll, Gen Z",None,arXiv:2601.09041,,40.49110412597656,2601.09041v1_Can LLMs interpret figurative language as humans d.pdf
PatientVLM Meets DocVLM: Pre-Consultation Dialogue Between,"Abhirama Subramanyam Penamakuri1, Shreya K",None,arXiv:2601.10945,,41.658878326416016,2601.10945v1_PatientVLM Meets DocVLM Pre-Consultation Dialogue .pdf
VideoMaMa: Mask-Guided Video Matting via Generative Prior,"Seoung Wug, Generative Prior
Sangbeom, Video Mask-to-Matte
Model, Heeji Yoon3",None,arXiv:2601.14255,,43.00642013549805,2601.14255v1_VideoMaMa Mask-Guided Video Matting via Generative.pdf
ViSIL: Unified Evaluation of Information Loss in Multimodal Video Captioning,Shenghui Chen * 1,None,arXiv:2601.09851,,42.73390769958496,2601.09851v1_ViSIL Unified Evaluation of Information Loss in Mu.pdf
Controlling Multimodal Conversational Agents,"Hao Lang2,†, 2 Tongyi Lab, Tieyun Qian1,3,‡",None,arXiv:2601.07516,,42.55104064941406,2601.07516v1_Controlling Multimodal Conversational Agents with .pdf
Clustering High-dimensional Data: Balancing Abstraction and Representation,"Christian B¨ohm1
1Faculty, Lena G. M. Bauer1",None,arXiv:2601.11160,,39.685964584350586,2601.11160v1_Clustering High-dimensional Data Balancing Abstrac.pdf
FAQ: Mitigating Quantization Error via Regenerating Calibration Data,"Guohua Liu1, parame-
ters, Cloud Computing",None,arXiv:2601.11200,,40.67802429199219,2601.11200v1_FAQ Mitigating Quantization Error via Regenerating.pdf
BAPO: Boundary-Aware Policy Optimization for Reliable Agentic Search,"learn-
ing, Jianhao Yan4, Jingang Wang2, Yongjing Yin2",None,arXiv:2601.11037,,41.41521453857422,2601.11037v1_BAPO Boundary-Aware Policy Optimization for Reliab.pdf
ProFit: Leveraging High-Value Signals in SFT via Probability-Guided,"Large Language
Models, Yujiu Yang1,‡, Junjie Wang1,‡",None,arXiv:2601.09195,,41.26405715942383,2601.09195v1_ProFit Leveraging High-Value Signals in SFT via Pr.pdf
